tweet_id	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1239223286048980999	no	NA	NA	NA	NA	no	no
1294776383412023299	yes	yes	yes	no	yes	no	yes
1275767310444310529	no	NA	NA	NA	NA	no	no
1293219374409691139	no	NA	NA	NA	NA	no	yes
1367513717571739651	no	NA	NA	NA	NA	no	no
1297901822884159488	yes	no	yes	no	yes	no	yes
1239078477044895744	no	NA	NA	NA	NA	no	no
1366203044195676161	yes	yes	yes	yes	no	yes	yes
1365618698388660227	yes	no	yes	no	no	no	no
1282766054553350144	yes	no	no	yes	no	no	no
1234200893651931138	yes	no	yes	no	yes	no	no
1292725545390821376	yes	no	yes	yes	yes	yes	no
1295884163556483075	yes	yes	yes	yes	yes	no	no
1367493659667660808	no	NA	NA	NA	NA	no	yes
1300309469398695937	yes	no	yes	no	no	no	no
1234485421574381568	yes	no	yes	no	no	no	no
1306987599635140613	yes	yes	yes	yes	yes	yes	yes
1258425019597807616	no	NA	NA	NA	NA	no	yes
1368956397052960775	yes	yes	yes	yes	yes	no	yes
1370200438880997376	yes	no	yes	no	no	no	no
1241079796089737217	yes	no	yes	no	no	no	no
1251212766788177921	no	NA	NA	NA	NA	no	no
1370987323769389057	no	NA	NA	NA	NA	no	no
1367445172313808896	no	NA	NA	NA	NA	no	yes
1242170219113693184	no	NA	NA	NA	NA	no	yes
1237078312217907205	yes	no	yes	no	yes	no	yes
1294556163066015744	yes	no	yes	no	yes	no	no
1239088804973219841	yes	yes	yes	yes	yes	yes	yes
1253422760421814273	no	NA	NA	NA	NA	no	no
1255099558079664129	no	NA	NA	NA	NA	no	no
1292838765589934082	no	NA	NA	NA	NA	no	yes
1248584031370870784	no	NA	NA	NA	NA	yes	yes
1369478977916665858	yes	no	yes	no	no	no	no
1242073540154789890	no	NA	NA	NA	NA	no	no
1255519821908893697	yes	no	yes	no	yes	no	no
1292933135823507456	yes	no	yes	no	no	no	no
1370265074221334529	no	NA	NA	NA	NA	no	no
1369125211103240193	yes	no	yes	no	yes	no	no
1367963452606676995	no	NA	NA	NA	NA	no	no
1268131155720712197	no	NA	NA	NA	NA	no	no
1264485054807289856	no	NA	NA	NA	NA	no	no
1296151364075245568	yes	yes	yes	yes	no	yes	yes
1239674456466997251	yes	yes	yes	no	no	yes	no
1368531901619859456	no	NA	NA	NA	NA	no	no
1242152502893649920	no	NA	NA	NA	NA	no	no
1368832330102607872	yes	no	yes	no	no	no	no
1248049736101265408	yes	no	yes	no	yes	yes	yes
1370987871738368001	no	NA	NA	NA	NA	no	no
1260977450353225734	yes	no	yes	no	yes	no	yes
1284380170049277954	no	NA	NA	NA	NA	no	no
1243642764195237890	no	NA	NA	NA	NA	no	no
1236936132715143168	yes	no	yes	no	no	no	yes
1245400629914349568	yes	yes	no	no	no	no	no
1363856902925545480	yes	no	yes	no	yes	no	no
1242348788636925952	yes	yes	yes	yes	yes	yes	yes
1272473560058036224	no	NA	NA	NA	NA	no	no
1369992062364491777	no	NA	NA	NA	NA	no	no
1238086125643804682	yes	no	no	no	no	no	no
1238537098887651331	no	NA	NA	NA	NA	no	no
1241120815212564487	no	NA	NA	NA	NA	no	no
1293478393409933312	no	NA	NA	NA	NA	yes	no
1366257894480576512	yes	no	yes	no	yes	no	yes
1274410260850237441	yes	NA	yes	yes	no	no	yes
1259128410313560065	no	NA	NA	NA	NA	no	yes
1293116670169448448	no	NA	NA	NA	NA	no	no
1289533744961843200	yes	no	yes	no	no	no	yes
1369769698938740736	yes	yes	yes	yes	yes	yes	yes
1244317734600654852	no	NA	NA	NA	NA	no	no
1370441678276997131	yes	NA	yes	yes	yes	no	yes
1253349974085156864	yes	no	yes	no	no	no	no
1291000661996445696	yes	no	no	no	no	no	no
1294644564800802817	yes	no	yes	no	no	no	yes
1241859771512377346	yes	no	yes	no	no	no	yes
1269883523588112384	yes	no	yes	no	yes	yes	yes
1368357698450898944	no	NA	NA	NA	NA	no	no
1264829563797942272	yes	no	yes	no	no	no	no
1370612290563751937	yes	no	yes	no	no	no	no
1239985474757853185	yes	no	yes	no	no	no	no
1255784084346941440	no	NA	NA	NA	NA	no	no
1366765271353094153	yes	no	yes	no	no	no	yes
1367132043843354628	no	NA	NA	NA	NA	no	yes
1347155635016769536	yes	no	yes	no	no	no	no
1297929924406321152	no	NA	NA	NA	NA	no	no
1369078885342658562	yes	no	yes	no	no	no	no
1293156172032286720	yes	yes	yes	no	no	no	yes
1366770150586933248	yes	NA	yes	no	yes	no	no
1289747762821521409	yes	no	yes	no	yes	no	no
1369288175408066563	no	NA	NA	NA	NA	no	no
1368579465232670722	yes	no	yes	no	no	no	no
1298232480105992194	no	NA	NA	NA	NA	no	no
1367963746241552384	yes	no	yes	no	no	no	no
1293578497806475272	no	NA	NA	NA	NA	no	no
1240379881776652289	no	NA	NA	NA	NA	no	yes
1247852091634323457	yes	NA	yes	no	no	no	no
1367425608624521217	yes	no	yes	no	no	no	yes
1258268321146904578	yes	no	yes	no	no	no	no
1241062514886090754	no	NA	NA	NA	NA	no	no
1293120185717657610	yes	yes	yes	no	yes	no	yes
1254125920916516864	no	NA	NA	NA	NA	no	no
1252871870254166022	no	NA	NA	NA	NA	no	no
1368634095090163715	yes	no	yes	no	no	no	no
1370826505027264512	no	NA	NA	NA	NA	no	no
1238747745109803009	yes	yes	yes	yes	yes	yes	yes
1294442342854819842	yes	no	yes	yes	yes	yes	yes
1367701579571281925	yes	no	yes	no	no	no	no
1238515702803443713	no	NA	NA	NA	NA	no	no
1247097036383682561	yes	no	yes	no	no	no	no
1237638860345167875	yes	no	yes	no	no	no	no
1369127833449107456	yes	no	no	no	no	no	no
1369326529868619784	yes	no	yes	no	no	no	no
1369694719568134155	no	NA	NA	NA	NA	no	no
1293117670011920387	yes	no	yes	no	no	no	yes
1257594761596321792	yes	no	yes	no	yes	no	no
1299281660131848194	yes	no	yes	no	no	no	no
1291775537095094277	yes	no	yes	no	yes	no	yes
1367514171235913729	yes	no	yes	no	no	no	yes
1241043933607723008	no	NA	NA	NA	NA	no	yes
1283679341528981504	yes	no	yes	no	yes	no	no
1293110319573880833	yes	no	yes	no	yes	no	yes
1299182987431555073	yes	no	yes	no	no	no	no
1367523187756568583	yes	no	yes	no	no	no	yes
1366759014340718598	no	NA	NA	NA	NA	no	no
1369788350756917250	no	NA	NA	NA	NA	no	no
1293362315589345281	yes	no	yes	yes	yes	yes	yes
1242875771502440449	yes	no	no	no	no	no	no
1370662957445754882	yes	no	yes	no	no	no	no
1258001046443569154	yes	no	yes	no	no	no	no
1370418644988071937	yes	no	yes	no	yes	no	yes
1298640693980782592	yes	no	yes	no	no	yes	yes
1237340286549975041	yes	no	yes	no	no	no	no
1241287878354677760	yes	no	yes	no	yes	no	yes
1299125570555572225	yes	no	yes	no	yes	no	yes
1240742896686563328	no	NA	NA	NA	NA	no	no
1243501759412256769	no	NA	NA	NA	NA	no	no
1274223809059590144	yes	no	no	yes	no	no	yes
1369811120370819074	yes	no	yes	no	no	no	no
1290903720251850752	no	NA	NA	NA	NA	no	no
1368698726710009856	yes	no	yes	no	no	no	no
1238260501093679105	yes	no	yes	yes	no	no	yes
1275745823909953537	yes	no	yes	no	yes	no	yes
1297556705069240323	yes	no	yes	no	no	no	yes
1366777609288302595	no	NA	NA	NA	NA	no	no
1241114836433584130	yes	NA	yes	no	yes	no	no
1367509417835511808	no	NA	NA	NA	NA	no	no
1293387132669763588	yes	yes	yes	yes	no	yes	no
1367518421462765571	no	NA	NA	NA	NA	no	yes
1367506902448488452	no	NA	NA	NA	NA	no	no
1273216980045217792	yes	no	yes	no	no	no	no
1240523907976892416	no	NA	NA	NA	NA	no	no
1258367251511742465	no	NA	NA	NA	NA	no	no
1366958948641832963	yes	no	yes	no	no	no	no
1272794234333138944	yes	no	yes	no	no	no	no
1370456587622572041	yes	no	yes	no	no	no	no
1369675420988289024	no	NA	NA	NA	NA	no	no
1370794517440397312	yes	no	yes	no	no	no	no
1240901501113032704	yes	yes	yes	yes	yes	yes	yes
1241075943856365569	no	NA	NA	NA	NA	no	no
1293481431767941120	yes	no	yes	yes	yes	yes	yes
1366441567284826113	no	NA	NA	NA	NA	no	no
1241052659458674692	no	NA	NA	NA	NA	no	no
1243498216496168960	yes	no	yes	no	no	no	no
1369109075049521159	yes	no	yes	no	no	no	no
1294356019406155776	yes	no	yes	no	yes	yes	yes
1280422702948515841	yes	NA	yes	no	no	no	no
1247766175271936001	yes	no	yes	no	no	no	no
1235940395621715968	yes	no	no	no	no	no	no
1232918983029989376	yes	no	NA	no	yes	no	no
1298603760529346561	yes	no	yes	no	no	no	yes
1286605705944891392	yes	no	yes	yes	no	no	no
1254424450671525889	yes	no	yes	no	no	no	no
1256700104834273283	yes	no	yes	no	no	no	no
1367039882481254401	no	NA	NA	NA	NA	no	yes
1239828675270508544	yes	no	yes	no	no	yes	no
1259390990198157312	yes	no	yes	no	no	no	no
1275085225308106754	no	NA	NA	NA	NA	no	no
1275473171337052160	yes	yes	yes	no	no	no	no
1367152817769762824	yes	no	yes	no	yes	no	yes
1243569893435293696	no	NA	NA	NA	NA	no	no
1286674911734333440	yes	no	yes	no	no	no	no
1369277247685861378	yes	yes	yes	yes	yes	no	no
1253634811702411264	no	NA	NA	NA	NA	no	no
1252647499925520384	yes	yes	yes	yes	yes	no	yes
1297946783386148871	yes	NA	yes	no	yes	no	no
1247441768892772352	yes	no	yes	no	no	no	no
1248642888801681409	no	NA	NA	NA	NA	no	no
1241038772227256320	yes	no	yes	no	yes	no	no
1300531814122037249	yes	yes	yes	no	yes	no	yes
1239341822482288640	yes	yes	no	yes	yes	yes	yes
1293110830498828288	yes	no	yes	no	no	no	yes
1366697132380536832	yes	no	yes	no	no	no	yes
1236987681088757760	yes	no	yes	no	no	no	no
1293385032808136705	yes	no	yes	no	no	no	yes
1296825812818305029	yes	no	yes	no	no	no	yes
1293608214748160002	yes	NA	yes	no	yes	no	yes
1293481404827873280	yes	no	yes	yes	yes	yes	yes
1369060869028642816	no	NA	NA	NA	NA	no	no
1252924219249307648	yes	no	yes	no	yes	no	yes
1287200010774278145	yes	no	yes	no	no	no	yes
1292891837028618242	yes	no	yes	no	yes	no	yes
1370100688877916162	no	NA	NA	NA	NA	no	no
1260271052200034305	yes	yes	yes	yes	yes	yes	no
1237326777132998657	no	NA	NA	NA	NA	no	no
1237392981113491458	yes	no	no	no	no	no	no
1262394586464489473	yes	no	yes	no	no	no	no
1367186332183908358	yes	no	NA	NA	no	no	yes
1367673175027326977	yes	no	yes	no	no	no	no
1296049270769037315	yes	no	yes	no	no	no	no
1273517423841476611	yes	no	yes	no	no	yes	no
1265156837915099137	yes	no	yes	no	no	no	no
1370700115623739397	yes	no	yes	yes	no	yes	no
1288717980323414016	no	NA	NA	NA	NA	no	no
1243332926915387392	yes	no	yes	yes	yes	yes	yes
1243919071072210947	yes	no	yes	no	no	no	no
1249223244256870401	yes	no	yes	no	yes	no	yes
1260540296896667651	yes	yes	yes	yes	yes	yes	yes
1366788669546315779	yes	no	yes	no	no	no	yes
1371118941460963331	yes	no	yes	no	no	no	no
1368712542726488064	no	NA	NA	NA	NA	no	no
1243414960811565062	yes	no	yes	no	yes	no	no
1264921606398324740	no	NA	NA	NA	NA	no	no
1293554164312702976	yes	no	yes	no	yes	no	yes
1300445740372832257	no	NA	NA	NA	NA	yes	yes
1369600900663218177	no	NA	NA	NA	NA	no	no
1251880057079037954	yes	no	yes	no	no	no	no
1253347927839453184	yes	no	yes	no	yes	no	yes
1367167710279442443	no	NA	NA	NA	NA	no	no
1368237493158637572	yes	no	yes	no	no	no	no
1263754034382503936	yes	no	yes	no	no	no	no
1241699077525573632	no	NA	NA	NA	NA	no	yes
1237682282095349761	yes	no	yes	no	no	no	no
1271293501871980555	yes	no	yes	no	no	no	no
1241625422372179968	yes	no	yes	no	no	no	no
1369272801127981058	no	NA	NA	NA	NA	no	no
1366710443490881537	no	NA	NA	NA	NA	no	NA
1287509418511392768	yes	no	yes	no	no	no	yes
1245707396934176769	yes	no	no	no	no	no	no
1296084302376120321	yes	no	yes	no	no	no	no
1370496163003138052	no	NA	NA	NA	NA	no	no
1236800399505530880	no	NA	NA	NA	NA	no	no
1236048815754326016	yes	no	yes	yes	yes	yes	yes
1242756607022415877	no	NA	NA	NA	NA	no	no
1299351646800146434	yes	NA	yes	no	no	no	no
1293225406817017857	no	NA	NA	NA	NA	no	no
1253921422554079234	no	NA	NA	NA	NA	no	no
1258241965004656641	no	NA	NA	NA	NA	no	no
1251429978794672128	yes	no	yes	no	no	yes	yes
1247574971565723655	no	NA	NA	NA	NA	no	yes
1369837946686164992	yes	no	yes	no	no	no	no
1235793578556887041	yes	no	yes	no	no	no	no
1299734544623468544	no	NA	NA	NA	NA	no	no
1248355714822742017	no	NA	NA	NA	NA	no	no
1268568528006926338	yes	no	yes	no	no	no	no
1242626001479372806	yes	NA	yes	yes	yes	yes	yes
1293142828936237056	yes	no	yes	no	yes	no	no
1257204531764645889	yes	no	yes	no	yes	yes	no
1369620340180189195	yes	no	yes	no	no	no	no
1242755372810678272	yes	NA	yes	no	no	no	no
1297481745978327040	yes	yes	yes	no	yes	no	yes
1367531466909966340	no	NA	NA	NA	NA	yes	yes
1248596998233772033	no	NA	NA	NA	NA	no	no
1276119884724723713	yes	no	yes	no	no	no	no
1369445193024438273	no	NA	NA	NA	NA	no	no
1367870988390707207	yes	no	yes	no	no	no	no
1367493551291064321	no	NA	NA	NA	NA	no	no
1257937895052193792	yes	no	yes	no	no	no	no
1367271674815610881	yes	no	yes	no	no	no	no
1255923159959773184	yes	no	yes	no	no	no	no
1368650690206253057	yes	no	yes	yes	yes	yes	yes
1367509403147059200	no	NA	NA	NA	NA	no	yes
1285195548522414081	yes	no	yes	no	no	no	no
1368991124615012356	yes	no	yes	no	no	no	no
1240058926210732032	yes	no	yes	no	no	no	no
1256611889422962690	no	NA	NA	NA	NA	no	no
1292837894638505985	yes	no	yes	yes	no	no	no
1292767976903647232	yes	no	yes	no	no	no	no
1295349274834800640	no	NA	NA	NA	NA	no	no
1369596493238263812	no	NA	NA	NA	NA	no	no
1235922088784994309	yes	yes	no	no	no	no	no
1369454653889388547	yes	no	yes	no	no	no	no
1250305477025488896	yes	no	yes	no	no	no	no
1299036539394158592	yes	yes	yes	no	yes	no	yes
1262748696829030412	yes	yes	yes	yes	yes	no	yes
1239241230128754694	yes	yes	yes	no	yes	no	no
1275442843910156288	yes	no	yes	no	no	no	no
1263756233594601474	yes	no	yes	no	yes	no	yes
1369979990545158144	yes	no	yes	no	no	no	no
1289618101856690176	yes	no	yes	no	yes	no	yes
1251401064412180482	yes	NA	yes	no	no	yes	yes
1252344361183928323	no	NA	NA	NA	NA	no	no
1296824378923966466	no	NA	NA	NA	NA	yes	yes
1257925609684119554	no	NA	NA	NA	NA	no	no
1369487000143880195	yes	no	yes	no	no	no	no
1370250172660207621	yes	no	yes	yes	no	no	no
1370031801092149255	yes	no	yes	no	no	no	no
1289526451159683072	yes	no	yes	no	yes	no	yes
1255955078793527298	no	NA	NA	NA	NA	no	no
1245245250584678401	yes	yes	no	yes	yes	yes	yes
1244338734021181441	yes	no	yes	no	yes	no	no
1275063971926560776	no	NA	NA	NA	NA	no	no
1289888439970590722	yes	no	yes	no	no	no	yes
1292252041667018753	yes	yes	yes	yes	no	yes	yes
1246903755037171714	yes	no	yes	no	no	no	no
1291514576790380544	yes	no	yes	no	yes	no	yes
1245548903963004929	yes	NA	no	no	no	no	no
1237015745583669248	yes	no	yes	no	no	no	no
1251774260168843264	yes	NA	yes	no	no	no	no
1369220902861242369	yes	no	yes	no	no	no	no
1255469833145192452	yes	NA	yes	no	yes	no	no
1289499963383111683	yes	no	yes	no	no	no	no
1252645988151459841	yes	no	yes	no	no	no	no
