tweet_id	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1242201023713890306	no	NA	NA	NA	NA	no	no
1293223400408788994	yes	no	yes	no	no	no	yes
1293596580168323073	no	NA	NA	NA	NA	yes	yes
1367509809025671177	no	NA	NA	NA	NA	no	no
1285603486789500928	no	NA	NA	NA	NA	no	no
1297493342352289795	yes	no	yes	no	no	no	yes
1367496399907135501	no	NA	NA	NA	NA	no	no
1294637330050015232	no	NA	NA	NA	NA	yes	yes
1241056307144265729	yes	no	yes	no	no	no	no
1290543803665981441	no	NA	NA	NA	NA	yes	yes
1367399030175760384	yes	yes	yes	no	no	no	yes
1367207105833422856	yes	no	yes	no	no	no	yes
1293135848440037376	yes	no	yes	no	no	no	no
1367059774844583936	yes	no	no	no	no	no	yes
1287843879471861761	yes	yes	yes	no	no	no	no
1293813790438567936	yes	yes	no	no	no	no	yes
1240575714212052992	yes	yes	yes	no	no	no	no
1296181351050174464	no	NA	NA	NA	NA	no	yes
1296533712725712897	no	NA	NA	NA	NA	no	no
1293123858875265027	yes	no	yes	no	no	no	yes
1293128942078046208	yes	no	yes	no	no	no	no
1293145679028793344	yes	no	yes	no	no	no	no
1293825635132080128	yes	no	yes	no	no	no	yes
1293593646361698305	yes	yes	yes	yes	yes	no	yes
1293110830498828288	yes	no	yes	no	no	no	yes
1294575607557140480	yes	no	yes	no	no	no	yes
1290400488609939459	yes	no	yes	no	yes	no	yes
1367195768281567242	yes	no	yes	no	no	no	yes
1294979849883398146	yes	no	yes	no	no	no	yes
1366758960116740101	no	NA	NA	NA	NA	no	no
1256667272925642753	yes	no	yes	no	no	no	yes
1260447095464566784	yes	yes	yes	no	yes	yes	yes
1293222478085599233	yes	no	yes	no	no	no	no
1276216099248443393	yes	no	yes	no	no	yes	yes
1261088759015186437	yes	yes	yes	no	yes	no	yes
1366718782165630984	yes	yes	yes	yes	no	yes	yes
1293434541537812483	yes	no	yes	no	no	no	yes
1293337206648709121	yes	yes	yes	no	yes	no	no
1293105363613605888	yes	yes	yes	no	no	no	yes
1367101615447171078	yes	NA	yes	NA	yes	NA	yes
1367132043843354628	no	NA	NA	NA	NA	no	yes
1241074245960171520	no	NA	NA	NA	NA	no	no
1367416882102468612	yes	no	no	no	no	no	no
1296912890457456643	yes	no	yes	no	no	yes	yes
1261727933544226816	no	NA	NA	NA	NA	no	no
1293659659497242626	no	NA	NA	NA	NA	no	no
1300497642254893056	no	NA	NA	NA	NA	no	no
1290142852362756097	no	NA	NA	NA	NA	no	yes
1295707959553675264	yes	yes	no	yes	yes	no	yes
1292296812074881025	yes	no	yes	no	no	no	yes
1366709877566013447	yes	no	yes	no	yes	no	yes
1289618101856690176	yes	no	yes	no	yes	no	yes
1259947912643047424	yes	yes	yes	yes	no	yes	yes
1366634846601248769	no	NA	NA	NA	NA	no	no
1293121521897046017	yes	no	yes	no	yes	no	yes
1367526875715821575	no	NA	NA	NA	NA	no	no
1294654923267813377	yes	no	yes	no	no	no	yes
1367057054339325953	yes	yes	yes	no	yes	no	yes
1298491603397545985	yes	no	yes	no	no	no	yes
1295720165041111040	yes	no	yes	no	yes	no	yes
1297651192315731968	yes	no	yes	no	yes	no	yes
1295240043603394561	no	NA	NA	NA	NA	no	yes
1299021354998435840	yes	no	yes	no	no	no	no
1293268447741214724	yes	no	yes	yes	yes	yes	yes
1366680038351986691	yes	no	yes	no	no	no	no
1291770776325160960	no	NA	NA	NA	NA	no	yes
1281320389810049024	no	NA	NA	NA	NA	no	no
1289187494546690049	yes	yes	yes	yes	no	no	yes
1367157044273414145	yes	no	yes	no	yes	no	yes
1293488120151891968	yes	no	yes	no	no	no	yes
1294725589883133952	yes	no	yes	no	no	no	yes
1289880888549896192	yes	no	yes	no	yes	no	no
1366713441302503428	no	NA	NA	NA	NA	no	no
1291434555187109893	yes	no	yes	no	no	no	yes
1367523988319195150	no	NA	NA	NA	NA	no	yes
1291448640729485318	yes	no	yes	no	yes	no	yes
1367496556493099010	no	NA	NA	NA	NA	no	yes
1293113121876434946	yes	yes	yes	no	no	no	yes
1294592070254985217	yes	no	yes	no	no	no	yes
1366373894727286790	no	NA	NA	NA	NA	no	no
1367502520935972874	no	NA	NA	NA	NA	no	yes
1240480780066918401	yes	yes	yes	yes	yes	yes	yes
1293151472293761025	yes	yes	yes	no	yes	no	yes
1292767976903647232	yes	no	yes	no	no	no	no
1293810773614092288	yes	no	yes	no	no	no	yes
1367493811258204163	no	NA	NA	NA	NA	no	yes
1298614030404399104	yes	no	yes	no	yes	no	yes
1291441816189964290	yes	no	no	no	no	no	no
1367487317166993413	yes	yes	yes	no	yes	no	yes
1289391652239417345	yes	no	yes	no	yes	no	yes
1293638387791011840	no	NA	NA	NA	NA	yes	yes
1295687768920784899	yes	no	yes	no	no	no	yes
1293137012803993600	yes	yes	yes	yes	yes	yes	yes
1285506506432172033	yes	yes	yes	yes	yes	yes	yes
1293212212182552576	yes	no	yes	no	no	no	yes
1262542941245112320	yes	no	yes	no	yes	no	yes
1366772258581135366	no	NA	NA	NA	NA	no	no
1293460105845932034	yes	no	yes	yes	yes	no	yes
1292883276802265088	yes	yes	yes	yes	no	yes	yes
1299317856815939586	yes	no	yes	no	no	no	no
1367236653035757573	yes	no	yes	yes	yes	yes	yes
1297869845116194817	yes	no	yes	no	no	no	yes
1366796720194138113	no	NA	NA	NA	NA	no	no
1292268796980404224	yes	no	yes	no	yes	no	yes
1293192406754627590	yes	yes	yes	no	yes	no	yes
1367146133106143233	no	NA	NA	NA	NA	no	yes
1293136861058170881	yes	no	yes	no	no	no	yes
1367182582962659335	yes	no	yes	no	no	no	yes
1290532921992982528	no	NA	NA	NA	NA	yes	yes
1294531000920408064	yes	no	yes	no	yes	no	yes
1293144797998350336	yes	no	yes	no	no	no	yes
1294548576299888640	yes	no	yes	no	yes	no	yes
1293361810339434497	yes	no	yes	no	no	no	no
1293120027378450432	no	NA	NA	NA	NA	yes	yes
1367494788707209219	no	NA	NA	NA	NA	no	yes
1293183921689997312	yes	no	yes	no	no	no	yes
1241436044735713282	yes	no	yes	no	yes	no	yes
1296531730464157696	no	NA	NA	NA	NA	no	yes
1241571730226905089	yes	no	no	yes	yes	yes	yes
